,University ID,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,Region,Share of Female,Enrollment of UnderGrad,Mean Earning After 6 yrs of Grad (0-30k),Mean Earning After 6 yrs of Grad(30-75k),Mean Earning After 6 yrs of Grad(75k +),Mean Earning After 10 yrs of Grad (0-30k),Mean Earning After 10 yrs of Grad(30-75k),Mean Earning After 10 yrs of Grad(75k +)
572,128106,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.529977117,3744.0,32900,38900,45500,38000,44800,42900
576,128258,0.0,0.0,0.0,0.0,7,0.505128205,1066.0,24500,32800,36600,28900,36400,53000
579,128391,0.0,Degree in Math,Degree in Computer Science,0.0,7,0.416473318,1899.0,32600,30600,33800,41900,42200,45000
580,128498,0.0,Degree in Math,0.0,0.0,1,0.694684796,1122.0,32800,46800,52700,41000,53800,68600
584,128674,0.0,0.0,0.0,0.0,1,0.69648462,188.0,23000,31700,31400,26300,34600,38000
585,128683,0.0,0.0,0.0,0.0,1,0.780933063,465.0,24300,35300,37900,30100,39200,39100
586,128744,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.709115282,3129.0,31200,36400,40600,41900,47000,54400
587,128771,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.491322415,9317.0,39900,39800,41900,48600,51200,53600
588,128780,0.0,0.0,Degree in Computer Science,0.0,1,0.756569848,1352.0,35300,48800,62200,34700,47700,50900
589,128896,0.0,0.0,0.0,0.0,1,0.768992248,256.0,20800,32300,33600,31900,42700,45600
591,129002,0.0,0.0,0.0,0.0,1,0.408388521,215.0,26600,32800,38100,34700,45000,52300
592,129020,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.530965508,18930.0,47800,46500,52000,61700,64900,67600
593,129154,0.0,0.0,0.0,0.0,1,0.831048773,3240.0,28000,41900,52500,35300,47600,59000
594,129181,0.0,0.0,0.0,0.0,1,0.42693044,825.0,26500,36500,38800,36200,46800,47600
595,129215,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.581178466,4669.0,34100,36100,38000,43000,48500,51400
596,129242,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.645718775,4023.0,56500,54900,57000,71400,77600,81800
602,129525,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.567121024,4835.0,39300,38700,41200,51300,50300,52400
604,129543,0.0,0.0,0.0,0.0,1,0.607751938,4780.0,26500,30700,30600,29700,39300,49900
606,129729,0.0,0.0,0.0,0.0,1,0.586634516,5754.0,29300,32300,34200,36500,39300,45600
607,129756,0.0,0.0,0.0,0.0,1,0.609582964,2304.0,27300,32400,31800,33800,40000,47700
608,129774,0.0,0.0,0.0,0.0,1,0.436241611,617.0,29800,28200,27200,32500,31700,36100
609,129808,0.0,0.0,0.0,0.0,1,0.595997837,3842.0,26200,34700,38000,35500,37300,46600
610,129923,0.0,0.0,0.0,0.0,1,0.42693044,465.0,26500,36500,38800,36200,46800,47600
611,129932,0.0,0.0,0.0,0.0,1,0.075471698,294.0,31700,39400,46100,39200,44400,49300
612,129941,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,1,0.575202386,5147.0,34800,41000,41900,46900,53900,57800
616,130174,0.0,0.0,0.0,0.0,1,0.371110549,2043.0,28000,35400,36300,34900,48300,46600
617,130183,0.0,0.0,0.0,0.0,1,0.725528947,7808.0,29100,43500,49300,38500,46200,53000
619,130226,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.623208191,7249.0,48700,51000,55100,67300,67100,67900
620,130253,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.66259058,5496.0,43700,44500,48900,54900,58500,64600
621,130314,0.0,Degree in Math,0.0,0.0,1,0.968105066,759.0,42100,41000,45100,47900,52300,57900
622,130396,0.0,0.0,0.0,0.0,1,0.577665827,6346.0,26400,34100,37500,32400,40900,44800
624,130493,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.630537975,7703.0,37800,38600,39500,45800,48100,49400
627,130590,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.528340081,2174.0,45500,50500,54400,65500,62200,80800
628,130606,0.0,0.0,0.0,0.0,1,0.568674699,3436.0,28000,32300,34000,34000,43100,47200
630,130697,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.558103976,2887.0,44000,42500,48800,67400,56600,65100
631,130776,0.0,Degree in Math,Degree in Computer Science,0.0,1,0.514074758,4890.0,37900,37500,38000,48900,50500,51000
633,130794,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,1,0.500683995,5742.0,67800,65900,69600,123400,126400,124100
636,130907,0.0,0.0,0.0,0.0,2,0.643883387,12408.0,25100,29900,36000,30700,39600,48600
637,130934,Degree in Engineering,Degree in Math,Degree in Computer Science,Degree in Science and Tech,2,0.665422305,3678.0,29200,30200,30800,35700,38500,41800
638,130943,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.585467128,18948.0,40200,43400,50500,56200,58200,67900
639,130989,0.0,0.0,Degree in Computer Science,0.0,2,0.587020649,770.0,34800,44500,40800,45000,45500,56200
641,131098,0.0,Degree in Math,0.0,0.0,2,0.523364486,1342.0,28200,33300,37000,37500,46800,48500
642,131113,0.0,0.0,Degree in Computer Science,0.0,2,0.688546373,8346.0,33900,42800,45100,38900,49500,50500
643,131159,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.660954712,7433.0,46100,44800,47400,60500,69700,69000
644,131283,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.579831933,3284.0,46000,49400,48500,54400,56400,63100
647,131450,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.515748032,1111.0,26500,23700,25200,33200,35300,36000
648,131469,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.634680135,11718.0,65600,61800,54000,95600,83300,77200
649,131496,0.0,Degree in Math,Degree in Computer Science,0.0,2,0.589970502,7128.0,92700,76000,76100,150200,116700,111700
650,131520,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,2,0.717757937,6276.0,39100,39500,39700,54100,53900,55500
651,131803,0.0,0.0,Degree in Computer Science,0.0,2,0.750834485,687.0,26600,43400,63600,39500,54200,74700
653,131876,0.0,Degree in Math,0.0,0.0,2,0.978996499,1498.0,28800,42300,45700,35100,45700,53800
655,132268,0.0,0.0,0.0,0.0,5,0.053811659,131.0,24700,33100,32500,36900,41900,43700
656,132338,0.0,0.0,Degree in Computer Science,0.0,5,0.529239766,651.0,25400,31400,32000,32700,37200,37800
659,132471,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.673622258,3459.0,35400,44100,55300,46200,51000,57300
660,132602,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.60409699,3905.0,24300,27200,28500,31400,32800,33700
661,132657,0.0,0.0,0.0,0.0,5,0.596701649,2182.0,37100,37900,40100,49000,45100,45900
663,132693,0.0,0.0,Degree in Computer Science,0.0,5,0.593771158,12306.0,24700,29500,32200,32000,35900,41400
664,132709,0.0,0.0,Degree in Computer Science,0.0,5,0.589613484,35127.0,28500,31900,35100,36700,41500,46400
666,132851,0.0,0.0,0.0,0.0,5,0.608190532,5932.0,25300,29300,34800,31800,39500,39400
667,132879,0.0,0.0,0.0,0.0,5,0.432122371,180.0,27700,27800,29100,31400,31500,32000
668,132903,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.589144516,56366.0,38800,40600,40400,49800,51400,53000
672,133386,0.0,0.0,Degree in Computer Science,0.0,5,0.606188679,10892.0,24700,30200,33200,29200,36600,41400
673,133465,0.0,0.0,Degree in Computer Science,0.0,5,0.762866865,698.0,24700,37700,55700,32200,42100,61700
674,133492,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.653164557,2018.0,32300,37500,36600,36700,45700,52100
675,133508,0.0,0.0,0.0,0.0,5,0.621487072,12618.0,29200,33700,36900,35500,40700,44100
677,133553,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.181643441,5689.0,48000,52600,53000,64400,70700,74200
678,133650,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.64793518,7552.0,30900,31100,34800,41700,44900,49900
679,133669,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.612283704,23748.0,37300,40000,40000,46200,49200,51300
680,133702,0.0,0.0,Degree in Computer Science,0.0,5,0.617603076,18789.0,27900,33900,36200,32000,39500,41900
681,133711,0.0,0.0,0.0,0.0,5,0.692647059,2674.0,34600,34100,35600,37300,43900,43900
686,133872,0.0,0.0,0.0,0.0,5,0.825105783,1316.0,43200,50100,66900,43400,60200,69800
687,133881,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.524374177,3395.0,33700,46800,61300,54300,60100,64400
689,133951,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.606936085,41834.0,39800,43600,42600,51000,52500,54900
691,133979,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.609673791,1173.0,22700,26200,23600,27600,31500,35700
692,133997,0.0,0.0,0.0,0.0,5,0.640196516,502.0,21200,25200,28400,25700,33300,37700
694,134079,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.685689949,2561.0,35000,36100,40400,44100,43900,45000
695,134097,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.584465415,32614.0,39100,39200,40400,54700,52200,54800
696,134112,0.0,0.0,Degree in Computer Science,0.0,5,0.708762345,3989.0,19600,25500,25800,24300,32900,38900
697,134130,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.593790288,33655.0,47300,46800,49000,63400,65200,68500
699,134237,Degree in Engineering,0.0,Degree in Computer Science,0.0,5,0.27026862,16859.0,31500,35300,35600,44700,46200,46700
702,134343,0.0,0.0,Degree in Computer Science,0.0,5,0.636408978,4028.0,25200,31800,39800,30400,38900,43800
704,134495,0.0,0.0,0.0,0.0,5,0.604787388,23235.0,27800,32300,32000,34300,39200,43700
708,134608,0.0,0.0,Degree in Computer Science,0.0,5,0.595690098,13631.0,25600,30700,35300,32400,35400,39500
709,134680,0.0,0.0,Degree in Computer Science,0.0,5,0.497109827,8.0,22900,29000,30400,30400,34600,36300
711,134811,0.0,0.0,Degree in Computer Science,0.0,5,0.571803853,1419.0,26200,28600,30800,32500,36600,37300
712,134945,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.664921466,2829.0,38400,47700,57200,52800,55500,60900
713,135081,Degree in Engineering,0.0,Degree in Computer Science,0.0,5,0.743421053,16625.0,27100,35300,38400,31100,39200,45900
723,135391,0.0,0.0,Degree in Computer Science,0.0,5,0.617319787,8493.0,26000,31900,32400,32400,38200,40300
727,135610,0.0,0.0,0.0,0.0,5,0.43083004,150.0,34400,35500,36300,44400,44600,47000
729,135717,0.0,0.0,Degree in Computer Science,0.0,5,0.581049681,51015.0,27600,31400,39700,34000,39500,47700
730,135726,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.574410163,10613.0,57900,57200,50500,73600,69900,74500
735,136172,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.61454833,13962.0,36500,38300,37700,47200,50400,50200
736,136215,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.745901639,4417.0,46500,46900,51800,49500,58000,64900
737,136233,0.0,0.0,0.0,0.0,5,0.608858391,4075.0,25200,31800,32800,30600,40800,34700
739,136330,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.678321678,2475.0,35000,40700,44800,42700,48600,51500
740,136358,0.0,0.0,Degree in Computer Science,0.0,5,0.592129708,26335.0,28000,32600,33300,35800,39900,45200
741,136400,0.0,0.0,0.0,0.0,5,0.610636277,9336.0,25500,31300,35700,30900,35500,44700
742,136473,0.0,0.0,Degree in Computer Science,0.0,5,0.629582807,7717.0,24200,31100,38600,29500,36500,39200
748,136774,0.0,0.0,0.0,0.0,5,0.683712121,1454.0,34800,33900,37800,36900,46800,44200
751,136950,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.6425,2612.0,37100,41400,41700,45100,51200,62500
753,137032,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.672127016,9404.0,30300,42200,49400,40700,51200,64100
754,137078,0.0,0.0,Degree in Computer Science,0.0,5,0.617191578,24824.0,28300,35000,39200,33200,40500,45700
756,137096,0.0,0.0,Degree in Computer Science,0.0,5,0.568512658,12925.0,27800,31900,33700,35500,41400,46200
758,137148,0.0,0.0,Degree in Computer Science,0.0,5,0.649788711,95.0,28000,37400,46100,43800,44400,50500
759,137209,0.0,0.0,Degree in Computer Science,0.0,5,0.607828089,15438.0,27500,34000,35200,32400,37600,41300
762,137281,0.0,0.0,0.0,0.0,5,0.657425743,4777.0,25500,32800,32500,30700,35800,38800
764,137351,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.605735746,30918.0,37500,40700,40400,47000,49200,49800
765,137476,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.542574257,958.0,36900,39600,67500,49500,55600,81400
766,137546,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.615781711,3031.0,32500,37200,38400,47300,46300,57900
767,137564,0.0,Degree in Math,0.0,0.0,5,0.558713538,4786.0,28700,30900,33200,35300,36100,41700
770,137759,0.0,0.0,0.0,0.0,5,0.538164872,10717.0,24500,30400,33300,32100,36600,41900
772,137801,0.0,0.0,Degree in Computer Science,0.0,5,0.712898752,1188.0,18500,28000,30700,25900,35300,38800
773,137847,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.635143571,7956.0,38700,42600,43500,49700,56400,57000
779,138187,0.0,0.0,0.0,0.0,5,0.575601375,37954.0,27500,30600,32700,34700,38600,43900
780,138275,0.0,0.0,0.0,0.0,5,0.45915493,981.0,29700,34300,45300,38100,41900,49000
782,138293,0.0,0.0,Degree in Computer Science,0.0,5,0.34619883,625.0,28600,29400,36600,34900,39000,46200
783,138309,0.0,0.0,Degree in Computer Science,0.0,5,0.814446146,8135.0,24200,33300,41200,30000,38100,36900
784,138354,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.596978558,9602.0,32300,34500,34600,42000,44200,44900
789,138558,0.0,0.0,0.0,0.0,5,0.573970514,3185.0,25200,30800,34100,32400,38200,42600
794,138716,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.664838513,5761.0,25000,27400,34000,32600,36000,37100
796,138789,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.695486332,5965.0,35000,37400,36000,41800,44500,47100
797,138813,0.0,0.0,Degree in Computer Science,0.0,5,0.488700565,1582.0,24000,29100,30000,33000,37900,37700
798,138822,0.0,0.0,0.0,0.0,5,0.93115942,441.0,17000,24300,25000,19800,25900,24500
800,138868,0.0,0.0,0.0,0.0,5,0.432946146,1126.0,25500,34400,31400,28300,38600,36400
804,138947,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.762973352,3302.0,27900,27700,30300,35100,37900,42800
807,139144,0.0,Degree in Math,0.0,0.0,5,0.619363395,1963.0,29900,31300,33900,38200,44500,45600
809,139199,0.0,0.0,0.0,0.0,5,0.89800995,1722.0,36900,41700,45600,41000,45900,50300
810,139205,0.0,0.0,Degree in Computer Science,0.0,5,0.371900826,465.0,27800,30400,32500,28900,38600,41000
812,139250,0.0,Degree in Math,0.0,0.0,5,0.68286445,3190.0,24900,29400,36900,29400,37100,42000
815,139311,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.706332842,5754.0,32100,38500,41300,37800,44300,48100
818,139366,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.631778058,6474.0,28900,32600,32900,36200,38800,43100
820,139393,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.486153846,986.0,32000,33400,38000,41500,42700,53600
821,139463,0.0,Degree in Math,0.0,0.0,5,0.598533456,4756.0,26100,29300,32400,32100,36300,43000
823,139579,0.0,0.0,Degree in Computer Science,0.0,5,0.762866865,494.0,24700,37700,55700,32200,42100,61700
824,139621,0.0,0.0,0.0,0.0,5,0.581844174,2596.0,23500,27700,31600,31200,36100,36400
825,139630,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.45194274,800.0,26800,26000,27600,35600,35800,34700
826,139658,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.660647902,6776.0,74200,59000,63200,99300,75200,81400
827,139700,0.0,0.0,0.0,0.0,5,0.643758389,5715.0,28600,31500,31900,34400,40600,42500
828,139719,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.573984859,2329.0,23900,27000,27500,31900,35800,38800
830,139755,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.377437326,14810.0,69700,65100,65000,83900,84100,87500
831,139764,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.65954416,2348.0,28500,36200,35700,35200,42200,45900
832,139861,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.641153082,5857.0,33000,38500,38700,40500,41900,49500
833,139931,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.529356316,17062.0,34700,34300,39500,43200,44400,49100
834,139940,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.630079449,25031.0,37300,38900,38400,45600,49400,50200
835,139959,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.574375821,28740.0,47300,43200,45300,57000,57700,60900
836,139968,0.0,Degree in Math,0.0,0.0,5,0.632989691,3527.0,25900,27600,30700,31800,35900,38600
840,140012,0.0,0.0,0.0,0.0,5,0.617503708,7091.0,29300,33600,40700,33000,40500,44300
842,140234,Degree in Engineering,Degree in Math,0.0,0.0,5,0.432387312,930.0,33300,37000,37400,33500,44300,53500
846,140340,0.0,0.0,Degree in Computer Science,0.0,5,0.813546519,593.0,24500,34900,40100,35000,42500,52600
847,140447,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,5,0.663894325,4708.0,33900,41200,46100,55300,56600,62300
851,140696,Degree in Engineering,Degree in Math,0.0,0.0,5,0.601410935,1232.0,35500,39200,37600,46600,50200,50500
853,140818,0.0,Degree in Math,0.0,0.0,5,0.6679198,1281.0,32200,42300,45000,37200,44600,47900
855,140872,0.0,Degree in Math,0.0,0.0,5,0.42791762,1381.0,24800,34500,36500,35900,35900,47500
857,140951,Degree in Engineering,0.0,0.0,0.0,5,0.690795353,10568.0,31200,33900,32800,36400,41900,43000
858,140960,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.604786546,4079.0,24800,26200,30300,33100,35600,38100
859,140988,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.546432063,1264.0,27300,38400,45800,38600,47300,59200
863,141167,0.0,0.0,0.0,0.0,5,0.572490706,1050.0,27500,45000,45400,30300,41900,51500
864,141185,0.0,0.0,0.0,0.0,5,0.507070707,851.0,26900,26800,30400,32200,29900,35000
865,141237,0.0,0.0,0.0,0.0,5,0.561247216,760.0,21400,27200,27600,32400,34200,43500
867,141264,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.627735596,8557.0,31600,33300,34400,37700,42300,44200
869,141334,0.0,Degree in Math,Degree in Computer Science,0.0,5,0.643554186,10468.0,32400,33600,35600,39200,40500,44900
870,141361,0.0,Degree in Math,0.0,0.0,5,0.591836735,1021.0,25700,28700,31700,34600,41400,45200
871,141486,0.0,0.0,Degree in Computer Science,0.0,8,0.713097713,1785.0,30100,32800,33300,37100,45200,41400
872,141565,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.68922853,2855.0,29700,32800,33400,39200,44700,43400
873,141574,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,8,0.598799631,12583.0,39800,39200,37900,53000,50600,51300
875,141644,0.0,Degree in Math,Degree in Computer Science,0.0,8,0.69441903,3228.0,40400,42600,42300,54000,56600,58700
886,142054,0.0,0.0,0.0,0.0,7,0.855537721,429.0,26600,32700,38500,25900,34000,34600
888,142115,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.56921797,16265.0,33700,36000,37900,39700,45600,46100
890,142276,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.570594775,7921.0,32100,36500,38300,42500,43800,47700
891,142285,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.505815886,7685.0,34100,35400,36700,43900,46200,50600
892,142294,Degree in Engineering,Degree in Math,0.0,0.0,7,0.48199446,936.0,29100,30300,34400,51100,41300,49600
893,142328,0.0,Degree in Math,Degree in Computer Science,0.0,7,0.635422657,2941.0,30100,35100,37700,35500,40100,42200
896,142443,0.0,0.0,0.0,0.0,7,0.571027287,3794.0,26500,31100,34200,32200,38700,43600
897,142461,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.625577812,1268.0,31600,34900,37200,44900,43900,49400
899,142522,Degree in Engineering,Degree in Math,Degree in Computer Science,0.0,7,0.538264606,35038.0,38700,33200,31900,55900,42700,43400
900,142559,0.0,0.0,0.0,0.0,7,0.605072464,3696.0,25900,30000,37000,29800,37400,42100
